nct_id,phase,sponsor_name,sponsor_type,study_title,cohort,age_min,age_max,type_lung_nsclc_adeno,type_lung_nsclc_large,type_lung_nsclc_squamous,type_lung_sclc,stage_i,stage_ii,stage_iii,stage_iv,stage_sclc_ls,stage_sclc_es,status_newly_diagnosed,status_relapse,status_refractory,marker_alk_oncogene,marker_egfr_mutation,marker_kras_mutation,treatment_radiation,treatment_radiation_exclusion_period_mo,treatment_chemo_systemic,treatment_chemo_systemic_exclusion_period_mo,treatment_chemo_adjuvant,treatment_chemo_adjuvant_exclusion_period_mo,treatment_tki,treatment_tki_exclusion_period_mo,eligibility_criteria_text
             ERCC1 and XRCC1; patients must also be offered participation in banking for future
             use of specimens

          -  Absolute neutrophil count >= 1,500/mcl

          -  Platelets >= 100,000/mcl

          -  Hemoglobin >= 9.0 g/dl

          -  Total bilirubin within institutional upper limit of normal (IULN)

          -  Serum glutamic oxaloacetic transaminase (SGOT) (aspartate aminotransferase [AST]) or
             serum glutamate pyruvate transaminase (SGPT) (alanine aminotransferase [ALT]) =< 2.5
             x IULN

          -  Patients must not be pregnant or nursing; women/men of reproductive potential must
             have agreed to use an effective contraceptive method; a woman is considered to be of
             ""reproductive potential"" if she has had menses at any time in the preceding 12
             consecutive months; in addition to routine contraceptive methods, ""effective
             contraception"" also includes heterosexual celibacy and surgery intended to prevent
             pregnancy (or with a side-effect of pregnancy prevention) defined as a hysterectomy,
             bilateral oophorectomy or bilateral tubal ligation; however, if at any point a
             previously celibate patient chooses to become heterosexually active during the time
             period for use of contraceptive measures outlined in the protocol, he/she is
             responsible for beginning contraceptive measures

          -  Patients must have a serum creatinine =< the IULN AND measured or calculated
             creatinine clearance >= 60 cc/min

          -  Patients must have pulmonary function tests (PFTs) including forced expiratory volume
             in 1 second (FEV1) within 84 days prior to registration; for FEV1, the best value
             obtained pre- or post-bronchodilator must be >= 1.2 liters/second and/or >= 50%
             predicted

          -  Patients may not be planning to receive any other investigational agents

          -  Patients must not have more than 10% weight loss in the past 6 months

          -  Patients must not have a history of allergic reactions attributed to compounds of
             similar chemical or biologic composition to ABT-888, carboplatin, paclitaxel or other
             agents used in study

          -  No other prior malignancy is allowed except for the following: adequately treated
             basal cell or squamous cell skin cancer, in situ cervical cancer, adequately treated
             stage I or II cancer from which the patient is currently in complete remission, or
             any other cancer from which the patient has been disease free for five years

          -  Patient must not have any uncontrolled intercurrent illness including, but not
             limited to ongoing or active infection, symptomatic congestive heart failure,
             unstable angina pectoris, cardiac arrhythmia, or psychiatric illness/social
             situations that would limit compliance with study requirements

          -  Patients must not currently have a >= grade 1 symptomatic neuropathy-sensory
             (National Cancer Institute [NCI] Common Terminology Criteria for Adverse Events
             [CTCAE] version 4.0)

          -  Patients must not have a history of seizures

          -  Patients must not have any known immune deficiencies; patients with immune deficiency
             are at increased risk of lethal infections when treated with marrow-suppressive
             therapy; therefore, known human immunodeficiency virus (HIV) positive patients
             receiving combination anti-retroviral therapy are excluded from the study

          -  Patients must be able to swallow whole capsules

          -  Prestudy history and physical must be obtained within 28 days prior to registration

          -  All patients must be informed of the investigational nature of this study and must
             sign and give written informed consent in accordance with institutional and federal
             guidelines

          -  As a part of the Oncology Patient Enrollment Network (OPEN) registration process the
             treating institution's identity is provided in order to ensure that the current
             (within 365 days) date of institutional review board approval for this study has been
             entered in the system

          -  REGISTRATION #2 - PRIOR TO CONSOLIDATION CHEMOTHERAPY:

          -  REGISTRATION #2 - PRIOR TO CONSOLIDATION CHEMOTHERAPY: Patients must have completed
             chemoradiotherapy per protocol and at least four weeks but no more than six weeks
             must have elapsed from the last day of induction therapy (the last day of radiation)

          -  REGISTRATION #2 - PRIOR TO CONSOLIDATION CHEMOTHERAPY: Patients must have undergone
             restaging tests according to the study calendar and determined to have no evidence of
             disease progression

          -  REGISTRATION #2 - PRIOR TO CONSOLIDATION CHEMOTHERAPY: Patients must have a serum
             creatinine =< (IULN) AND measured of calculated creatinine clearance >= 60 cc/min
             using the Cockroft-Gault formula

          -  REGISTRATION #2 - PRIOR TO CONSOLIDATION CHEMOTHERAPY: Absolute neutrophil count >=
             1,500 mcl

          -  REGISTRATION #2 - PRIOR TO CONSOLIDATION CHEMOTHERAPY: Platelets >= 100,000/ml

          -  REGISTRATION #2 - PRIOR TO CONSOLIDATION CHEMOTHERAPY: Hemoglobin >= 9.0 g/dl

          -  REGISTRATION #2 - PRIOR TO CONSOLIDATION CHEMOTHERAPY: Total bilirubin =< IULN

          -  REGISTRATION #2 - PRIOR TO CONSOLIDATION CHEMOTHERAPY: SGOT (AST) or SGPT (ALT) =<
             2.5 x IULN

          -  REGISTRATION #2 - PRIOR TO CONSOLIDATION CHEMOTHERAPY: Patients must have Zubrod
             performance status 0-1
      "

NCT01107626,Phase 3,Eastern Cooperative Oncology Group,Other,"Randomized Phase III Study of Maintenance Therapy With Bevacizumab, Pemetrexed, or a Combination of Bevacizumab and Pemetrexed Following Carboplatin, Paclitaxel and Bevacizumab for Advanced Non-Squamous NSCLC",1,18,150,include,include,,,,,include,include,,,,,,,,,,,exclude,1800,exclude,12,,,"
        DISEASE CHARACTERISTICS:

          -  Cytologically or histologically confirmed non-small cell lung cancer (NSCLC)

               -  Predominant non-squamous histology

                    -  NSCLC not otherwise specified allowed

                    -  Mixed tumors are categorized by the predominant cell type

          -  Must meet 1 of the following criteria:

               -  Stage IV disease including M1a or M1b stages or recurrent disease

               -  Stage IIIB (T4NX) disease with ipsilateral lung lobe allowed provided patients
                  are not candidates for combined chemotherapy or radiotherapy

          -  Measurable or non-measurable disease as defined by RECIST criteria

          -  Patient must have an overall stable or better response after 4 courses of induction
             therapy

          -  No cavitary lesions in the lungs

          -  Patients with brain metastasis must have received local therapy to the brain and have
             no evidence of progression in the brain for at least 2 weeks from the time of
             completion of local therapy, prior to registration

        PATIENT CHARACTERISTICS:

          -  ECOG performance status 0-1

          -  Leukocytes ‰ä´ 3,000/mm^3

          -  ANC ‰ä´ 1,500/mm^3

          -  Platelet count ‰ä´ 100,000/mm^3

          -  Total bilirubin ‰ä_ institutional upper limit of normal (ULN)

          -  AST and ALT ‰ä_ 3 times ULN

          -  Creatinine ‰ä_ institutional ULN OR creatinine clearance ‰ä´ 60 mL/min

          -  Urine protein:urine dipstick ‰ä_ 0-1+ (if > 1+, urine protein creatinine ratio must be
             < 1)

          -  Not pregnant or nursing

          -  Negative pregnancy test

          -  Fertile patients must agree to abstain from sexual intercourse or to use adequate
             contraceptive methods during and for at least 6 months after completion of study
             therapy

          -  No prior malignancy within the past 3 years except superficial melanoma, basal cell
             carcinoma, or carcinoma in situ

          -  No major hemoptysis within the past 4 weeks

          -  No uncontrolled intercurrent illness including, but not limited to, any of the
             following:

               -  Ongoing or active infection

               -  Symptomatic congestive heart failure

               -  Unstable angina pectoris

               -  Serious cardiac arrhythmia

               -  Psychiatric illness and/or social situations that would limit compliance with
                  study requirements

          -  Patients with hypertension must be adequately controlled (BP < 150/100 mm Hg) with
             appropriate anti-hypertensive therapy or diet

          -  No history of arterial thrombotic events or major bleeding within the past 12 months

          -  No significant vascular disease (e.g., aortic aneurysm requiring surgical repair or
             recent peripheral arterial thrombosis) within the past 6 months

          -  No significant traumatic injury in the past 3 months

          -  No clinically significant cardiovascular disease

          -  No abdominal fistula, gastrointestinal perforation, or intra-abdominal abscess within
             the past 6 months

          -  No history of serious non-healing wounds, ulcers, or bone fractures

        PRIOR CONCURRENT THERAPY:

          -  See Disease Characteristics

          -  At least 12 months since prior adjuvant chemotherapy

          -  At least 2 weeks since prior radiotherapy

          -  Patients must not have had any major surgery such as thoracotomy, laparotomy,
             craniotomy, or significant traumatic injury within 6 weeks prior to registration

               -  Biopsy procedures and chest tube insertion are not considered major surgery for
                  the purpose of this protocol

          -  More than 7 days since a core biopsy

          -  Concurrent therapeutic anti-coagulation allowed

          -  No prior systemic chemotherapy for advanced stage lung cancer

          -  No prior paclitaxel, pemetrexed disodium, or bevacizumab

               -  Prior carboplatin allowed provided it was given as part of adjuvant chemotherapy

          -  No concurrent anti-retroviral therapy in patients with HIV infection
      "

NCT01107626,Phase 3,Eastern Cooperative Oncology Group,Other,"Randomized Phase III Study of Maintenance Therapy With Bevacizumab, Pemetrexed, or a Combination of Bevacizumab and Pemetrexed Following Carboplatin, Paclitaxel and Bevacizumab for Advanced Non-Squamous NSCLC",2,18,150,include,include,,,include,include,,,,,,require,,,,,,,exclude,1800,exclude,12,,,"
        DISEASE CHARACTERISTICS:

          -  Cytologically or histologically confirmed non-small cell lung cancer (NSCLC)

               -  Predominant non-squamous histology

                    -  NSCLC not otherwise specified allowed

                    -  Mixed tumors are categorized by the predominant cell type

          -  Must meet 1 of the following criteria:

               -  Stage IV disease including M1a or M1b stages or recurrent disease

               -  Stage IIIB (T4NX) disease with ipsilateral lung lobe allowed provided patients
                  are not candidates for combined chemotherapy or radiotherapy

          -  Measurable or non-measurable disease as defined by RECIST criteria

          -  Patient must have an overall stable or better response after 4 courses of induction
             therapy

          -  No cavitary lesions in the lungs

          -  Patients with brain metastasis must have received local therapy to the brain and have
             no evidence of progression in the brain for at least 2 weeks from the time of
             completion of local therapy, prior to registration

        PATIENT CHARACTERISTICS:

          -  ECOG performance status 0-1

          -  Leukocytes ‰ä´ 3,000/mm^3

          -  ANC ‰ä´ 1,500/mm^3

          -  Platelet count ‰ä´ 100,000/mm^3

          -  Total bilirubin ‰ä_ institutional upper limit of normal (ULN)

          -  AST and ALT ‰ä_ 3 times ULN

          -  Creatinine ‰ä_ institutional ULN OR creatinine clearance ‰ä´ 60 mL/min

          -  Urine protein:urine dipstick ‰ä_ 0-1+ (if > 1+, urine protein creatinine ratio must be
             < 1)

          -  Not pregnant or nursing

          -  Negative pregnancy test

          -  Fertile patients must agree to abstain from sexual intercourse or to use adequate
             contraceptive methods during and for at least 6 months after completion of study
             therapy

          -  No prior malignancy within the past 3 years except superficial melanoma, basal cell
             carcinoma, or carcinoma in situ

          -  No major hemoptysis within the past 4 weeks

          -  No uncontrolled intercurrent illness including, but not limited to, any of the
             following:

               -  Ongoing or active infection

               -  Symptomatic congestive heart failure

               -  Unstable angina pectoris

               -  Serious cardiac arrhythmia

               -  Psychiatric illness and/or social situations that would limit compliance with
                  study requirements

          -  Patients with hypertension must be adequately controlled (BP < 150/100 mm Hg) with
             appropriate anti-hypertensive therapy or diet

          -  No history of arterial thrombotic events or major bleeding within the past 12 months

          -  No significant vascular disease (e.g., aortic aneurysm requiring surgical repair or
             recent peripheral arterial thrombosis) within the past 6 months

          -  No significant traumatic injury in the past 3 months

          -  No clinically significant cardiovascular disease

          -  No abdominal fistula, gastrointestinal perforation, or intra-abdominal abscess within
             the past 6 months

          -  No history of serious non-healing wounds, ulcers, or bone fractures

        PRIOR CONCURRENT THERAPY:

          -  See Disease Characteristics

          -  At least 12 months since prior adjuvant chemotherapy

          -  At least 2 weeks since prior radiotherapy

          -  Patients must not have had any major surgery such as thoracotomy, laparotomy,
             craniotomy, or significant traumatic injury within 6 weeks prior to registration

               -  Biopsy procedures and chest tube insertion are not considered major surgery for
                  the purpose of this protocol

          -  More than 7 days since a core biopsy

          -  Concurrent therapeutic anti-coagulation allowed

          -  No prior systemic chemotherapy for advanced stage lung cancer

          -  No prior paclitaxel, pemetrexed disodium, or bevacizumab

               -  Prior carboplatin allowed provided it was given as part of adjuvant chemotherapy

          -  No concurrent anti-retroviral therapy in patients with HIV infection
      "

NCT00632853,Phase 3,Alliance for Clinical Trials in Oncology,Other,Phase III Comparison of Thoracic Radiotherapy Regimens in Patients With Limited Small Cell Lung Cancer Also Receiving Cisplatin and Etoposide,1,18,150,,,,include,,,,,include,,,,,,,,exclude,1800,,,,,,,"
        1. Documentation of Disease

               1. Histologically or cytologically documented small cell lung cancer (SCLC)

               2. Limited-stage disease patients with disease restricted to one hemithorax with
                  regional lymph node metastases, including ipsilateral hilar, ipsilateral and
                  contralateral mediastinal, and ipsilateral supraclavicular lymph nodes

                    -  Patients with disease involvement of the contralateral hilar or
                       supraclavicular lymph nodes are not eligible

                    -  Patients with pleural effusions that are visible on plain chest
                       radiographs, whether cytologically positive or not are not eligible unless
                       they have a negative thoracentesis

                    -  Patients with cytologically positive pleural or pericardial fluid,
                       regardless of the appearance on plain x-ray are not eligible

          2. Measurable disease - Patients must have measurable disease, which includes lesions
             that can be accurately measured in at least one dimension (longest diameter to be
             recorded) as ‰ä´ 2 cm with conventional techniques OR ‰ä´ 1 cm by spiral CT scan

          3. Prior Treatment

               1. Patients may have received one and only one cycle of chemotherapy prior to
                  enrolling on CALGB 30610, which must have included carboplatin or cisplatin and
                  etoposide.

               2. If a patient has had one cycle of cisplatin or carboplatin/etoposide prior to
                  registration, the patient must have had all of it prior to registration tests as
                  outlined in the protocol and prior to starting their first cycle of
                  chemotherapy.

               3. Additionally, these patients also must have met all of the eligibility criteria
                  in the protocol prior to receiving the first cycle of chemotherapy.

               4. Registration to CALGB 30610 must take place within 14-21 days after the start of
                  the non-protocol therapy.

               5. Failing to do all of the above will make the patient NOT eligible for CALGB
                  30610.

               6. No prior radiotherapy or chemotherapy (except for the chemotherapy described in
                  the bullet above) for SCLC

               7. No prior mediastinal or thoracic radiotherapy

               8. Patients with complete surgical resection of disease are not eligible

          4. Age Requirement ‰ä´ 18 years of age

          5. ECOG Performance Status 0-2

          6. Non-pregnant and non-nursing - No patients that are known to be pregnant or nursing

          7. Required Initial Laboratory Values

               1. Granulocytes ‰ä´ 1,500/åµl

               2. Platelet count ‰ä´ 100,000/åµl

               3. Total bilirubin ‰ä_ 1.5 times upper limit of normal (ULN)

               4. AST (SGOT) ‰ä_ 2.0 times ULN

               5. Serum creatinine ‰ä_ 1.5 times ULN OR Calculated creatinine clearance ‰ä´ 70 mL/min
      "

NCT02273375,Phase 3,Canadian Cancer Trials Group,Other,A Phase III Prospective Double Blind Placebo Controlled Randomized Study of Adjuvant MEDI4736 In Completely Resected Non-Small Cell Lung Cancer,1,18,150,include,include,include,,include,include,include,,,,,,,,,,exclude,1800,exclude,1800,,,,,"
        Inclusion Criteria:

          -  Histologically confirmed diagnosis of primary non-small cell carcinoma of the lung.

          -  Patients must be classified post-operatively as Stage IB (‰ä´ 4cm in the longest
             diameter), II or IIIA on the basis of pathologic criteria

               -  Complete surgical resection of the primary NSCLC is also mandatory. All gross
                  disease must have been removed at the end of surgery. All surgical margins of
                  resection must be negative for tumour. Resection may be accomplished by open or
                  VATS techniques

        Note: Patients with synchronous primary tumours will not be eligible due to the potential
        uncertainty regarding their appropriate PD-L1 status.

        Prior Systemic Therapy:

          -  Pre-operative (neo-adjuvant) platinum based or other chemotherapy is not permissible.

          -  Patients may have received prior post-operative platinum based chemotherapy as per
             standard of care.

          -  No prior anticancer therapy for treatment of NSCLC other than standard post-operative
             adjuvant chemotherapy is permissible.

        Radiation:

        ‰Û¢ Pre-operative or post-operative or planned radiation therapy is not permissible.

          -  The patient must have an ECOG performance status of 0, 1.

          -  Hematology: . Absolute neutrophil count ‰ä´ 1.5 x 109/L or ‰ä´ 1,500/åµl Platelets ‰ä´ 100 x
             109/L or ‰ä´ 100,000/åµl

          -  Biochemistry:

        Total bilirubin* within normal institutional limits Alkaline phosphatase ‰ä_ 2.5 x
        institutional upper limit of normal AST(SGOT) and ALT(SGPT) ‰ä_ 2.5 x institutional upper
        limit of normal Creatinine Clearance ‰ä´ 50 ml/min

        * excluding Gilbert's syndrome

        Creatinine clearance to be measured directly by 24 hour urine sampling or as calculated by
        Cockcroft Formula:

        Females: GFR = 1.04 x (140-age) x weight in kg serum creatinine in ë_mol/L Males: GFR =
        1.23 x (140-age) x weight in kg serum creatinine in ë_mol/L

          -  Patient able and willing to complete the QoL, economics and other questionnaires. The
             baseline assessment must already have been completed within required timelines prior
             to randomization. Inability (illiteracy, loss of sight, or other equivalent reason)
             to complete the questionnaires will not make the patient ineligible for the study.
             However, ability but unwillingness to complete the questionnaires will make the
             patient ineligible

          -  Patient consent must be appropriately obtained in accordance with applicable local
             and regulatory requirements. Each patient must sign a consent form prior to enrolment
             in the trial to document their willingness to participate

          -  Patients must be accessible for treatment and follow-up. Investigators must assure
             themselves the patients randomized on this trial will be available for complete
             documentation of the treatment, adverse events, and follow-up

          -  Protocol treatment is to begin within 2 working days of patient randomization

        Exclusion Criteria:

          -  Patients with a history of other malignancies, except: adequately treated
             non-melanoma skin cancer, curatively treated in-situ cancer, or other solid tumours
             curatively treated with no evidence of disease for ‰ä´ 5 years following the end of
             treatment and which, in the opinion of the treating physician, do not have a
             substantial risk of recurrence of the prior malignancy.

          -  A combination of small cell and non-small cell lung cancer or pulmonary carcinoid
             tumour.

          -  History of autoimmune disease, including but not limited to myasthenia gravis,
             myositis, autoimmune hepatitis, systemic lupus erythematosus, rheumatoid arthritis,
             inflammatory bowel disease, vascular thrombosis associated with antiphospholipid
             syndrome, Wegener's granulomatosis, SjÌ¦gren's syndrome, Guillain-BarrÌ© syndrome,
             multiple sclerosis, vasculitis, or glomerulonephritis.

          -  History of primary immunodeficiency, history of allogenic organ transplant that
             requires therapeutic immunosuppression and the use of immunosuppressive agents within
             28 days of randomization* or a prior history of severe (grade 3 or 4) immune mediated
             toxicity from other immune therapy.

          -  Live attenuated vaccination administered within 30 days prior to randomization.

          -  History of hypersensitivity to MEDI4736 or any excipient.

          -  Mean QTc correction > 470msec in screening ECG measured using standard institutional
             method or history of familial long QT syndrome.

          -  Patients who have experienced untreated and/or uncontrolled cardiovascular conditions
             and/or have symptomatic cardiac dysfunction (unstable angina, congestive heart
             failure, myocardial infarction within the previous year or cardiac ventricular
             arrhythmias requiring medication, history of 2nd or 3rd degree atrioventricular
             conduction defects). Patients with a significant cardiac history, even if controlled,
             should have a LVEF > 50%.

          -  Concurrent treatment with other investigational drugs or anti-cancer therapy.

          -  Patients with active or uncontrolled infections or with serious illnesses or medical
             conditions which would not permit the patient to be managed according to the
             protocol. This includes but is not limited to:

               -  known prior history of tuberculosis;

               -  known acute hepatitis B or C by serological evaluation;

               -  known Human immunodeficiency virus infection.

          -  Pregnant or lactating women. Women of childbearing potential must have a urine
             pregnancy test proven negative within 14 days prior to randomization. Men and women
             of child-bearing potential must agree to use adequate contraception.
      "

NCT00499330,Phase 3,Alliance for Clinical Trials in Oncology,Other,A Phase III Randomized Trial of Lobectomy Versus Sublobar Resection for Small (‰ä_ 2 cm) Peripheral Non-Small Cell Lung Cancer,1,18,150,include,include,include,,include,include,,,,,require,,,,,,exclude,1800,exclude,1800,exclude,1800,,,"
        Pre-registration Eligibility Criteria:

          1. Peripheral lung nodule ‰ä_ 2 cm on preoperative CT scan and presumed to be lung cancer.
             The center of the tumor, as seen on CT, must be located in the outer third of the
             lung in either the transverse, coronal or sagittal plane. Patients with pure ground
             glass opacities or pathologically confirmed N1 or N2 disease are not eligible.

          2. The tumor location must be suitable for either lobar or sublobar resection (wedge or
             segment).

          3. ECOG performance status of 0-2.

          4. No prior malignancy within 3 years other than non-melanoma skin cancer, superficial
             bladder cancer, or CIS of the cervix.

          5. No prior chemotherapy or radiation therapy for this malignancy.

          6. No evidence of locally advanced or metastatic disease.

          7. Age ‰ä´ 18 years

        Intra-operative Randomization Eligibility Criteria:

          1. Histologic confirmation of NSCLC (if not already obtained)

          2. Confirmation of N0 status by frozen section examination. Right sided tumors require
             that node levels 4, 7, and 10 be sampled and diagnosed as negative on frozen section.
             Left sided tumors require that node levels 5 or 6, 7 and 10 be sampled and diagnosed
             as negative on frozen section. Levels 4 and 7 nodes may be sampled by
             mediastinoscopy, endobronchial ultrasound (EBUS) and/or endoscopic ultrasound (EUS),
             or at the time of thoracotomy or VATS exploration. Nodes previously sampled by
             mediastinoscopy (or EBUS and/or EUS) either immediately prior to or within 6 weeks of
             the definitive surgical procedure (thoracotomy or VATS) do not need to be resampled.
      "

NCT01993810,Phase 3,Radiation Therapy Oncology Group,Other,Phase III Randomized Trial Comparing Overall Survival After Photon Versus Proton Chemoradiotherapy for Inoperable Stage II-IIIB NSCLC,1,18,150,include,include,include,,,include,include,,,,,,,,,,,,exclude,1800,,,,,"
        Inclusion Criteria:

          -  Histologically or cytologically proven diagnosis of non-small cell lung cancer

          -  Clinical American Joint Committee on Cancer (AJCC) (AJCC, 7th ed.) II, IIIA or IIIB
             (with non-operable disease; non-operable disease will be determined by a
             multi-disciplinary treatment team within 60 days prior to registration; note: for
             patients who are clearly nonresectable, the case can be determined by the treating
             radiation oncologist and/or a medical oncologist or pulmonologist

               -  Patients who present with N2 or N3 disease and an undetectable NSCLC primary
                  tumor are eligible

               -  Patients who refuse surgery are eligible

          -  Appropriate stage for protocol entry, including no distant metastases, based upon the
             following minimum diagnostic workup:

               -  History/physical examination within 30 days prior to registration;

               -  Fludeoxyglucose F 18 (FDG)-positron emission tomography (PET)/computed
                  tomography (CT) scan for staging within 60 days prior to registration

               -  Magnetic resonance imaging (MRI) scan with contrast of the brain (preferred) or
                  CT scan of the brain with contrast within 60 days prior to registration;

               -  Forced expiratory volume in one second (FEV1) >= 1.0 Liter or >= 40% predicted
                  with or without bronchodilator within 90 days prior to registration;

                    -  Patients who meet the criterion above without oxygen (O2), but who need
                       acute (started within 10 days prior to registration) supplemental oxygen
                       due to tumor-caused obstruction/hypoxia are eligible, provided the amount
                       of the O2 needed has been stable

          -  Zubrod performance status 0-1 within 30 days prior to registration

          -  Absolute neutrophil count (ANC) >= 1,500 cells/mm^3

          -  Platelets >= 100,000 cells/mm^3

          -  Hemoglobin >= 9.0 g/dl (note: the use of transfusion or other intervention to achieve
             hemoglobin [Hgb] >= 9.0 g/dl is acceptable)

          -  Serum glutamic oxaloacetic transaminase (SGOT) or serum glutamate pyruvate
             transaminase (SGPT) =< 1.5 upper limit of normal

          -  Total bilirubin =< 1.5 upper limit of normal

          -  Serum creatinine < 1.5 mg/dL or calculated creatinine clearance >= 50 mL/min
             estimated by the Cockcroft-Gault formula

          -  Peripheral neuropathy =< grade 1 at the time of registration

          -  Patients with non-malignant pleural effusion are eligible

               -  If a pleural effusion is present, the following criteria must be met to exclude
                  malignant involvement:

                    -  When pleural fluid is visible on both the CT scan and on a chest x-ray, a
                       pleuracentesis is required to confirm that the pleural fluid is
                       cytologically negative;

                    -  Exudative pleural effusions are excluded, regardless of cytology;

                    -  Effusions that are minimal (ie, not visible on chest x-ray) that are too
                       small to safely tap are eligible

          -  Patients must have measurable or evaluable disease

          -  Women of childbearing potential must have a negative serum pregnancy test within 14
             days prior to registration

          -  Women of childbearing potential and male participants must practice adequate
             contraception

          -  Patient must provide study-specific informed consent prior to study entry

        Exclusion Criteria:

          -  Prior invasive malignancy unless disease free for a minimum of 3 years; however, skin
             cancer and in situ carcinomas of the breast, oral cavity, cervix, and other organs
             and are permissible

          -  Patients with prior history of either small cell lung cancer or NSCLC regardless of
             the treatment received

          -  Prior systemic chemotherapy for the study cancer; note that prior chemotherapy for a
             different cancer is allowable

          -  Prior radiotherapy to the region of the study cancer that would result in overlap of
             radiation therapy fields

          -  Severe, active co-morbidity, defined as follows:

               -  Unstable angina and/or congestive heart failure requiring hospitalization within
                  the last 6 months;

               -  Transmural myocardial infarction within the last 6 months;

               -  Chronic obstructive pulmonary disease exacerbation or other respiratory illness
                  other than the diagnosed lung cancer requiring hospitalization or precluding
                  study therapy within 30 days before registration;

               -  Acquired immune deficiency syndrome (AIDS) based upon current Centers for
                  Disease Control and Prevention (CDC) definition; note, however, that human
                  immunodeficiency virus (HIV) testing is not required for entry into this
                  protocol

          -  Unintentional weight loss > 10% within 90 days prior to registration

          -  Pregnancy or women of childbearing potential and men who are sexually active and not
             willing/able to use medically acceptable forms of contraception
      "

NCT02468024,Phase 3,University of Texas Southwestern Medical Center,Other,"JoLT-Ca A Randomized Phase III Study of Sublobar Resection (SR) Versus Stereotactic Ablative Radiotherapy (SAbR) in High Risk Patients With Stage I Non-Small Cell Lung Cancer (NSCLC), The STABLE-MATES Trial",1,18,99,include,include,include,,include,,,,,,,,,,,,,,exclude,1800,exclude,1800,,,"
        Inclusion Criteria:

          -  Age > 18 years.

          -  ECOG performance status (PS) 0, 1, or 2.

          -  Radiographic findings consistent with non-small cell lung cancer, including lesions
             with ground glass opacities with a solid component of 50% or greater. Those with
             ground glass opacities and <50% solid component will be excluded.

          -  Biopsy confirmed non-small cell lung cancer.

          -  Tumor ‰ä_ 4 cm maximum diameter, including clinical stage IA and selected IB by PET/CT
             scan of the chest and upper abdomen performed within 60 days prior to registration.

          -  All clinically suspicious mediastinal N1, N2, or N3 lymph nodes (> 1 cm short-axis
             dimension on CT scan and/or positive on PET scan) confirmed negative for involvement
             with NSCLC by one of the following methods: mediastinoscopy, anterior mediastinotomy
             EUS/EBUS guided needle aspiration, CT-guided, video-assisted thoracoscopic or open
             lymph node biopsy.

          -  Tumor verified by a thoracic surgeon to be in a location that will permit sublobar
             resection.

          -  Tumor located peripherally within the lung. NOTE: Peripheral is defined as not
             touching any surface within 2 cm of the proximal bronchial tree in all directions.
             See below. Patients with non-peripheral (central) tumors are NOT eligible.

          -  No evidence of distant metastases.

          -  Availability of pulmonary function tests (PFTs - spirometry, DLCO, +/- arterial blood
             gases) within 90 days prior to registration. Patients with tracheotomy, etc, who are
             physically unable to perform PFTs (and therefore cannot be tested for the Major
             criteria in 3.1.10 below) are potentially still eligible if a study credentialed
             thoracic surgeon documents that the patient's health characteristics would otherwise
             have been acceptable for eligibility as a high risk but nonetheless operable patient
             (in particular be eligible for sublobar resection).

          -  Patient at high-risk for surgery by meeting a minimum of one major criteria or two
             minor criteria

          -  No prior intra-thoracic radiation therapy. NOTE: Previous radiotherapy as part of
             treatment for head and neck, breast, or other non-thoracic cancer is permitted so
             long as possible radiation fields would not overlap. Previous chemotherapy or
             surgical resection specifically for the lung cancer being treated on this protocol is
             NOT permitted. No prior lung resection on the ipsilateral side.

          -  Non-pregnant and non-lactating. Women of child-bearing potential must have a negative
             urine or serum pregnancy test within 60 days prior to registration. Peri-menopausal
             women must be amenorrheic > 12 months prior to registration to be considered not of
             childbearing potential.

          -  No prior invasive malignancy, unless disease-free for ‰ä´ 3 years prior to registration
             (exceptions: non-melanoma skin cancer, in-situ cancers).

          -  Ability to understand and the willingness to sign a written informed consent.

        Exclusion Criteria:

          -  evidence of distant metastases

          -  prior intra-thoracic radiation therapy. NOTE: Previous radiotherapy as part of
             treatment for head and neck, breast, or other non-thoracic cancer is permitted so
             long as possible radiation fields would not overlap. Previous chemotherapy or
             surgical resection specifically for the lung cancer being treated on this protocol is
             NOT permitted. No prior lung resection on the ipsilateral side.

          -  pregnant and lactating women

          -  prior invasive malignancy, unless disease-free for ‰ä´ 3 years prior to registration
             (exceptions: non-melanoma skin cancer, in-situ cancers).
      "

NCT02154490,Phase 2/Phase 3,Southwest Oncology Group,Other,A Biomarker-Driven Master Protocol for Previously Treated Squamous Cell Lung Cancer (Lung-MAP),1,18,150,,,include,,,,,include,,,,,,exclude,exclude,,,,require,,,,,,"
        Inclusion Criteria:

          -  SCREENING/PRE-SCREENING REGISTRATION:

          -  Patients must have pathologically proven squamous cell carcinoma (SCCA) cancer of the
             lung confirmed by tumor biopsy and/or fine-needle aspiration; disease must be stage
             IV SCCA, or recurrent; the primary diagnosis of SCCA should be established using the
